Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Thoughtly,"Thoughtly builds natural language processing tools and products that reimagine how we discover, read and experience text. We are focused on delivering highly capable machine learning tools that provide exceptional analysis, immersive visualizations and meaningful summaries of text. Thoughtly’s system can be a force multiplier for organizations as current natural language tools are often inadequate for specific job functions. Expanding on our core technology, we seek to provide tools that provide reliable insight to enterprise clients.",2013,2625000.0,2,2015-02-26,2500000.0,New York,New York,United States,,Chase Perkins,5,"""Natural Language Processing Tools for Enterprise Insights""",http://www.thoughtly.co/,http://www.linkedin.com/company/thoughtly,3.8,21.1,3.8,25,growth,0.85,4.3,3.9,2.1,4.0
Wit.ai,"Wit.ai makes it easy for developers to build a Siri-like speech interface for their app or device. It's an API that turns natural language (speech or messages) into actionable data. Wit.ai is a Y Combinator company based in Palo Alto, CA.",2013,3120000.0,2,2014-10-15,3000000.0,Palo Alto,California,United States,Andreessen Horowitz|Y Combinator|New Enterprise Associates|Alven|SV Angel,Alexandre Lebrun|Laurent Landowski|Willy Blandin,5,"""Natural Language Processing Developer API Solutions""",https://www.wit.ai/,http://www.linkedin.com/company/wit-ai,3.787,21.1,3.5,15,growth,0.85,4.0,3.5,0.5,3.5
MeetingSift,"MeetingSift delivers deep, actionable insights from meetings across the enterprise. By combining collaborative tools, artificial intelligence, and data analytics, MeetingSift offers an enterprise SaaS platform that empowers decision makers with deep insights directly from the front line, in real-time. MeetingSift has built in virality that delivers both single user utility and multi-user utility, in addition to enterprise utility.",2013,885000.0,4,2017-05-23,,San Francisco,California,United States,Alchemist Accelerator|Blue Startups|XLR8UH,Aaron Rosa|Alex Bergo|PhD|Viil Lid|PhD,30,"""AI-Driven Meeting Insights and Collaboration Software""",http://www.meetingsift.com/,https://www.linkedin.com/company/sift-co-,0.15,30.0,2.5,10,unknown,0.85,3.0,2.5,0.05,2.8
Ubix Labs,"Ubix is an AI-on-demand service that helps users of all skill levels develop and deploy big, fast data architecture and AI pipelines. Its patent-pending machine learning engine is trained by each input, interaction, and outcome; growing in knowledge and impact over time and creating an enterprise Supermind that improves productivity, creativity, eliminates error, mitigates “brain drain”, supports governance, and ultimately accelerates time to value. It was founded in 2013 and is headquartered in San Juan Capistrano, California.",2013,3550000.0,4,2016-09-15,,Irvine,California,United States,Voyager Capital|Irish Aquisitions|LLC,John Burke|Mark McNally|Miles Mahoney,30,"""AI-Driven Big Data Architecture Solutions""",https://ubixlabs.com/,https://www.linkedin.com/company/ubix-ai/about/,3.5,25.0,3.5,25,growth,0.85,4.0,3.5,0.5,3.8
Pavlok,"Pavlok is an electronic wristband that helps you create and maintain good habits while punishing the bad ones. Use Pavlok to connect with existing services to deliver the lasting performance customers demand. Any developer can use Pavlok’s open API to increase compliance and improve communication with users. For designers of tracking apps, other wearable devices, digital course producers, or anyone who could use positive and negative feedback to drive stickiness for their service, Pavlok provides a seamless solution.",2013,200000.0,3,2015-10-29,,Boston,Massachusetts,United States,MassChallenge|Bolt|IncWell|Scott N. Miller|Ramit Sethi,Maneesh Sethi,30,"""Behavioral Modification Wearable Technology Solutions""",http://pavlok.com/,https://www.linkedin.com/company/pavlok/,1.4,38.0,3.5,25,growth,0.85,4.0,3.5,0.5,3.8
Rex Animal Health,"Rex is on a mission to bring animal health to the 21st century by making veterinary medicine and husbandry data driven. They believe that data has the power to transform the animal health industry as it has transformed the fields of finance, weather, and human health. By bringing together data from various sources and time periods, the insights they produce can reshape: 1) the way pharmaceutical companies discovers new gene targets and develops drugs, 2) the way veterinarians manage chronic diseases in animals, and 3) the way the community understands and perceives animal health.",2013,145000.0,4,2019-01-08,,Kansas City,Missouri,United States,Plug and Play|Techstars|SAP.iO|Precursor Ventures|Sprint Accelerator,Amado Guloy|Haven Moore,5,"""Data-Driven Veterinary Health Solutions and Analytics""",http://www.rexanimalhealth.com/,http://www.linkedin.com/company/3807980,0.28,5.6,3.5,25,unknown,0.85,4.0,3.5,0.15,3.8
Concilio Labs,"Concilio Labs was established to drive next-generation hotel personalization through technology. We design and develop technology to help hoteliers understand who their guests truly are, and personalize interactions between hotels and their guests.  Concilio Insights utilizes big data analyzation to personalize interactions between hotels and their clients. Concilio Insights provides hotels a way to understand who their guests are and a platform for providing the full spectrum personalization today’s travelers expect. Our product span multiple touch points including smartphone, tablet, mobile apps, and on premise experiences.  We’re changing the way hoteliers understand and communicate with their guests pre, during and post stay.",2013,500000.0,1,2014-10-01,500000.0,Mclean,Virginia,United States,,Dustin Keefer|Terri Miller,30,"""Personalized Hospitality Analytics and Guest Experience Technology""",https://www.conciliolabs.com/,http://www.linkedin.com/company/concilio-labs,1.2,15.0,3.8,20,unknown,0.85,4.2,3.7,0.5,3.5
"Refvik Technologies, Inc.","SugarCube is an AI-powered diabetes management app that has the potential to revolutionize how diabetes is managed worldwide. Our team of experienced professionals has poured their expertise into creating a comprehensive solution that provides real-time personalized insights and recommendations, empowering individuals to take control of their health proactively.  SugarCube is designed to be user-friendly and seamlessly integrates with Continuous Glucose Monitors (CGMs), health apps, and wearable devices. It offers a range of features that help people with diabetes stay on track with their health goals, including real-time blood glucose tracking, medication tracking, AI & ML-provided personalized insights, location-based meal tracking, and even financial rewards via smart contracts to help users stay motivated. We firmly believe that SugarCube has the potential to make a tangible difference in the lives of millions of people with diabetes, and we are eager to improve health outcomes and lower complications due to poor management.",2013,500000.0,2,2023-09-01,,Alpharetta,Georgia,United States,,Johnnie Refvik|Mandy Gagedeen,5,"""AI-Driven Diabetes Management and Health Optimization Solutions""",https://sugarcube.io/,https://www.linkedin.com/company/SugarCubeio,1.2,20.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
ipvive,"Our mission at ipvive is simple: a quantified happier humanity. We are focused on understanding people and deepening relationships – at home, at work and in the world. We comprehend the deluge of available data (verbal and non-verbal communications, biometric, autonomic, genetic, environmental, traditional www, and licensed), automatically paired with sciences, to objectively make both the persons and the world around them better.",2013,665000.0,2,2015-07-01,115000.0,Berkeley,California,United States,,Greg Tsutaoka|Nathaniel Thurston|Tiara Womack,30,"""AI-Driven Relationship Enhancement and Data Analytics""",http://www.ipvive.com/,http://www.linkedin.com/company/ipvive-inc-?,0.3,20.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
QuickLaunch,"QuickLaunch provides IAM to help organizations reach their digital transformation. They also provide IAM products including SSO that makes to-access apps, adaptive MFA for rigorous account security, passwordless authentication with biometrics, and automated account provisioning with cloud deployments.",2013,2000000.0,1,2014-08-26,2000000.0,Miami,Florida,United States,ElevenX Capital,James Schmidt|Neeraj Kainth,75,"""Cloud-Based Identity and Access Management Solutions""",https://quicklaunch.io/,https://www.linkedin.com/company/quicklaunch-sso/,1.2,20.0,4.0,25,growth,0.85,4.5,3.8,0.5,3.8
Meelo Logic,"Meelo is a causal reasoning enterprise AI that transforms underutilized data into intelligence for optimization, automation, compliance, and growth. Our patent pending Context in Time AI (CIT) goes beyond clustering by delivering new levels of clarity revealing causation, central topics, key events, and influential individuals – especially when there’s a high degree of data heterogeneity and complexity. By providing AI as a Service, Meelo is able to connect enterprise and web data to provide intelligence on who, what, where, when, how and the elusive WHY.",2013,2250000.0,2,2014-12-08,1500000.0,New York,New York,United States,Centricap,Mina Lux,30,"""Causal Reasoning AI for Enterprise Data Optimization""",http://www.meelo.com/,https://www.linkedin.com/company/meelo-logic,0.42,53.65,3.8,25,growth,0.85,4.2,3.7,0.15,3.9
"CRIXlabs, Inc. (DBA Quantified Skin)","CRIXlabs (DBA Quantified Skin) is an artificial-intelligence-based platform with learning, adaptive and recommendation capabilities, enabling enterprise customers track & provide real time support to their user base.  Quantified Skin leverages patented algorithms in deep learning (NuSilico) RBM and image recognition and patent pending algorithms for automatic tagging of user generated data for real time user support (TagGen). Technology is being licensed in skin care, home and fitness space.",2013,100000.0,1,2013-06-06,100000.0,San Francisco,California,United States,Rock Health Capital,Jon Stenstrom|Shalini Ananda,30,"""AI-Driven Skin Care Analytics and Support Solutions""",http://crixlabs.com/,,0.15,18.0,2.5,10,unknown,0.85,2.8,2.5,0.05,2.7
